licence;iata;agence;Réseau;adresse;adresse2;adresse3;adresse4;BP;cp;ville;email;tel;fax;web;Contacts;;;;;;;;;
73970002;;Centrale de Réservation de Bourg St-Maurice/Les Arcs;;Route de Lauzières;;;;BP 58 ;73700;ARCS (LES);reservation@lesarcs.com;04 79 07 68 00;04 79 07 68 99;www.lesarcs.com;Co-gérant;Chelle Laurent;;;;;;;;
29070004;;E. Leclerc Voyages;;Route de Leck;;;;;29220;LANDERNEAU;landerneau@leclercvoyages.com;02 98 30 39 42;02 29 62 34 37;www.leclercvoyages.com;;;;;;;;;;
69060005;;E. Leclerc Voyages;;Route de Lozanne;;;;;69380;CIVRIEUX D'AZERGUES;azerguesvoyages@leclerc-socara.fr;04 37 46 11 85;04 37 46 11 86;www.leclercvoyages.com;;;;;;;;;;
77030003;;Cora Voyages;;Route de Neufchatel;;;;BP 2770 ;51100;REIMS;reims@coravoyages.fr;03 26 05 25 65;03 26 05 25 66;www.coravoyages.fr;;;;;;;;;;
030950017;;Midi Tourisme Accueil;;Route de Nîmes;;;;;30600;VAUVERT;mta@transports-gardois.com;04 66 88 20 25;04 66 88 34 13;www.transports-gardois.fr;Directeur;Deshours Jean-Pierre;Chef comptable;Rios Christophe;Chef d'agence;Vidal Christine;;;;
85080002;;E. Leclerc Voyages;;Route de Noirmoutier;;;;;85300;CHALLANS;challans@leclercvoyages.com;02 51 49 25 35;02 51 49 79 87;www.leclercvoyages.com;Chef d'agence;Gadais Véronique;;;;;;;;
28070001;;E. Leclerc Voyages;;Route de Paris;Margon;;;;28400;NOGENT-LE-ROTROU;perchevoyages@yahoo.fr;02 37 37 51 51;02 37 37 51 99;;Chef d'agence;Denormandie Christelle;;;;;;;;
22060001;20257252;E. Leclerc Voyages;;Route de Perros;;;;BP 349 ;22300;LANNION;lannionperros@leclercvoyages.com;02 96 48 63 00;02 96 48 63 01;www.leclercvoyages.com;Chef d'agence;Nicolas Isabelle;;;;;;;;
31960010;20224853;E. Leclerc Voyages;;Route de Revel;;;;;31650;SAINT-ORENS;leclercvoyagesstoren@orange.fr;05 61 17 17 48;05 61 00 22 40;www.leclercvoyages.com;Chef d'agence;Beaubrun William;;;;;;;;
091950009;20228961;Voyages Carrefour;;Route de Rochefort;;;;;17690;ANGOULINS-SUR-MER;carrefour_voyages_angoulins@carrefour.com;05 46 56 57 07;05 46 56 75 53;;;;;;;;;;;
12950003;;Chauchard Evasion;;Route de Rodez;;;;;12240;RIEUPEYROUX;chauchardindividuel@triangle-voyages.com;05 65 65 61 21;05 65 65 61 76;www.triangle-voyages.com;Directeur;Chauchard Marie-José;;;;;;;;
46950004;;Belmon Voyages;(Afat);Route de Sarlat;;;;BP 30117 ;46200;SOUILLAC;voyages-belmon.souillac@wanadoo.fr;05 65 37 81 15;05 65 27 10 01;;Directeur;Belmon Claude;;;;;;;;
091950009;20228961;Voyages Carrefour;;Route de Sète;34430 Saint-Jean-de Vedas Cedex;;;;34000;MONTPELLIER;carrefour_voyages_montpellier_vedas@carrefour.com;04 67 42 10 57;04 67 42 10 56;;;;;;;;;;;
091950009;20228961;Voyages Carrefour;;Route de Sète;;34540 Balaruc Le Vieux;;;34200;SETE;carrefour_voyages_sete_balaruc@carrefour.com;04 67 18 19 54;04 67 18 96 49;www.voyagescarrefour.com;;;;;;;;;;
84980002;20231761;E. Leclerc Voyages;;Route de St-Paul 3 Châteaux;;;;BP 1 ;84500;BOLLENE;leclerc-voyages.bollene@wanadoo.fr;04 90 51 36 90;04 90 51 36 94;www.leclercvoyages.com;Directeur;Pichon Laurence;;;;;;;;
94060008;;E. Leclerc Voyages;;route de Troyes;;;;;51120;SEZANNE;voyage.sezadis@scapest.fr;03 26 42 94 98;03 26 42 94 98;www.leclercvoyages.com;;;;;;;;;;
091950009;20228961;Voyages Carrefour;;Route de Villoison -Villabé;;;;;91100;CORBEIL-ESSONNES;carrefour_voyages_villabe@carrefour.com;01 60 86 10 50;01 60 86 37 22;www.voyagescarrefour.com;;;;;;;;;;
51970001;20239752;E. Leclerc Voyages;;Route d'Epernay;;;;;51510;FAGNIERES;fagnieres@leclercvoyages.com;03 26 69 35 22;03 26 69 10 92;www.leclercvoyages.com;Chef d'agence;de Bonardi Sylvie;;;;;;;;
5950009;;Carrétour Voyages;;Route des Fauvins;ZA des Fauvins;;;;5000;GAP;carretour-voyages@wanadoo.fr;04 92 56 59 59;04 92 56 59 55;;Directeur;Gaudin Christian;;;;;;;;
76950002;20248734;E. Leclerc Voyages;;Route du Pont de l'Arche;;;;;76320;SAINT-PIERRE-LES-ELBEUF;leselbeuf@leclercvoyages.com;02 32 96 24 20;02 32 96 24 11;www.leclercvoyages.com;Chef d'agence;Elie Sophie;;;;;;;;
065950005;;La Balaguère;;Route du Val d'Azun;;;;BP 3 ;65400;ARRENS MARSOUS;;05 62 97 20 21;05 62 97 43 01;;;;;;;;;;;
02B980062;20277515;Isula Voyages;(Afat);Route principale;;;;;20217;SAINT FLORENT;info@isulavoyages.com;04 95 37 19 44;04 95 37 19 46;www.isulavoyages.com;;;;;;;;;;
032950003;;SAS Dartus Tourisme;;Route Samatan;;;;;32200;GIMONT;sadartus@gers.com.fr;05 62 67 85 76;05 62 67 79 19;;;;;;;;;;;
091950009;20228961;Voyages Carrefour;;Rte de Nantes;17285 Puilboreau Beaulieu Cedex;;;;17000;ROCHELLE (LA);carrefour_voyages_la_rochelle@carrefour.com;05 46 55 73 83;05 46 55 07 73;www.voyagescarrefour.com;;;;;;;;;;
94060008;;E. Leclerc Voyages;;Rue Ambroise Paré;;;;;85800;SAINT-GILLES-CROIX-DE-VIE;saintgilles@leclercvoyages.com;02 51 60 18 18;02 51 60 18 19;www.leclercvoyages.com;Chef d'agence;Garraud Bérangère;;;;;;;;
42030001;20249073;E. Leclerc Voyages;;Rue Charles Voisin;Zac Migalon;;;BP 130 ;42160;ANDREZIEUX BOUTHEON;voyages.andrezieux@leclerc-socara.fr;04 77 02 10 33;04 77 02 10 34;www.leclercvoyages.com;Chef d'agence;Pioteyry Mireille;;;;;;;;
091950009;20228961;Voyages Carrefour;;Rue de Berne;;68313 Illzach cedex;;;68100;MULHOUSE;carrefour_voyages_mulhouse@carrefour.com;03 89 63 60 58;03 89 61 89 82;www.voyagescarrefour.com;;;;;;;;;;
59010003;20254220;E. Leclerc Voyages;;Rue de Cambrai;;;;BP 39 ;59540;CAUDRY;caudry@leclercvoyages.com;03 27 75 86 00;03 27 75 86 09;www.leclercvoyages.com;Chef d'agence;Beauvillain Eva;;;;;;;;
95000001;;Alpes Tours Réservations;;Rue de la Briqueterie;;;;;95380;LOUVRES;atr@atr-decouverte.net;01 34 68 71 50;01 34 72 74 60;www.atr-decouverte.net;Chef d'agence;Santalucia Alexandre;;;;;;;;
12950008;20233124;Club Langues et Civilisations;;rue de la Comtesse Cécile;;;;;12000;RODEZ;sejours@clc.fr;04 65 77 50 27;05 65 76 57 99;www.clc.fr;;;;;;;;;;
059000001;;Voyages Mariot;(Afat);rue de la Paix;;;;;59480;BASSEE (LA);labassee@voyagesmariot.fr;03 20 29 20 58;03 20 29 40 80;;Chef d'agence;George Véronique;;;;;;;;
038970003;;Perraud Voyages;(Tourcom);Rue de la République;;;;;38270;BEAUREPAIRE;;04 74 79 71 27;04 74 79 70 26;;Chef d'agence;Reynaud Sandy;;;;;;;;
049950006;;Havas Voyages/Ilot Voyages;;Rue de l'Aiguillerie;;;;;49000;ANGERS;angersaiguillerie@havas-voyages.fr;02 41 24 68 40;02 41 24 68 41;;;;;;;;;;;
73040002;;Croisières et Compagnie/Croisiland;;Rue de l'Eglise;;;;;73210;PEISEY-NANCROIX;infos@croisiland.com;04 79 07 90 49;04 79 07 95 06;www.croisiland.com;;;;;;;;;;
84970003;;Bleu Soleil;(Manor);Rue de Maupas;;;;;84560;MENERBES;info@bleusoleil.com;04 90 72 38 37;04 90 72 37 23;www.bleusoleil.com;Directeur;Martres Pierre;;;;;;;;
89060003;;E. Leclerc Voyages;;Rue de Paris;Le Pré Aubert;;;;89100;SAINT-DENIS-LES-SENS;voyage.denidis@leclercvoyages.com;03 86 64 05 41;03 86 83 07 80;www.leclercvoyages.com;Chef d'agence;Feuilloley Christophe;;;;;;;;
85970002;;Alyce Evasion;(Tourcom);rue de Villeneuve;;;;;85190;AIZENAY;alyce-travel@wanadoo.fr;02 51 40 08 08;02 51 40 18 26;www.alyce-evasion.net;;;;;;;;;;
076960003;20211435;Renault Voyage International;;Rue des Marronniers;;;;;76810;LUNERAY;emilierenault2001@yahoo.fr;02 35 85 00 29;02 35 83 23 83;;Directeur;Renault Claire;;;;;;;;
2040001;;E. Leclerc Voyages;;Rue Descartes;;;;;2000;CHAMBRY;chambry@leclercvoyages.com;03 23 23 73 36;03 23 23 89 78;www.leclercvoyages.com;Chef d'agence;Antoniazza Annabelle;;;;;;;;
30950019;;Auran Voyages;;Rue du Docteur Samuel Heinemann;;;;;30130;PONT SAINT-ESPRIT;carauran@wanadoo.fr;04 66 39 10 40;04 66 39 44 27;www.carauran.fr;Chef d'agence;Revelant Yvan;;;;;;;;
88010002;20246855;E. Leclerc Voyages;;Rue du Général Leclerc;;;;BP 58 ;88190;GOLBEY;golbey@leclercvoyages.com;03 29 31 89 57;03 29 31 89 56;www.leclercvoyages.com;Chef d'agence;Gallant Lydie;;;;;;;;
093050008;;Nouvelles Frontières;;rue du Hameau Mesnil Roux;;;;;76380;BARENTIN;barentin.nf@nouvelles-frontieres.fr;02 35 66 85 00;02 35 66 85 05;www.nouvelles-frontieres.fr;;;;;;;;;;
075950067;20218306;Translebanon Tours;;Rue Gabriel Fauré;Bloc Méridien;;;;06000;NICE;translebanon@wanadoo.fr;04 93 87 13 23;04 93 88 84 57;www.translebanontours.com;;;;;;;;;;
87970002;20230265;E. Leclerc Voyages;;Rue Henri Giffard;;;;;87000;LIMOGES;limoges@leclercvoyages.com;05 55 38 98 80;05 55 38 98 85;www.leclercvoyages.com;Chef d'agence;Soulier Corinne;;;;;;;;
059960006;;Trois Suisses Voyages;;Rue Holden;Courrier 037;;;;59170;CROIX;3suisses-voyages@3suisses.fr;03 20 20 30 33;03 20 20 22 60;www.3suissesvoyages.fr;Chef d'agence;Huard Dorothée;;;;;;;;
94060008;;E. Leclerc Voyages;;rue Jean Moulin;;;;BP 18 ;76190;YVETOT;yvetot@leclercvoyages.com;02 35 56 19 26;02 35 56 18 97;www.leclercvoyages.com;;;;;;;;;;
33000010;;Congrès et Expositions de Bordeaux;;Rue Jean Samazeuilh;;;;BP 55 ;33000;BORDEAUX;accueil@bordeaux-expo.com;05 56 11 88 88;05 56 11 99 99;www.congres-expositions-bordeaux.com;Directeur commercial;Grenier Vincent;Directeur général;Martin François-Bernard;;;;;;
14980001;;Caen Expo-Congrès;;Rue Joseph Philippon;;;;BP 6260 ;14000;CAEN;;02 31 29 99 99;02 31 29 99 60;www.caen-expo-congres.com;Directeur;Bertin Philippe;;;;;;;;
51050001;;E. Leclerc Voyages;;Rue Jules Lobet;51530 Pierry;;;;51200;EPERNAY;pierry@leclercvoyages.com;03 26 54 65 75;03 26 54 77 29;www.leclercvoyages.com;Chef d'agence;Fery Laetitia;;;;;;;;
091950009;;Voyages Carrefour;;rue Jules Vernes;RN 12;;;;22360;LANGUEUX;carrefour_voyages_saint_brieuc@carrefour.com;02 96 52 67 43;02 96 52 67 44;;;;;;;;;;;
031010004;20247883;Fram Voyages;;Rue Lormand;;;;;64100;BAYONNE;agence.bayonne@fram.fr;0 826 46 61 03;05 59 59 75 98;;Chef d'agence;Claux Isabelle;;;;;;;;
83950003;;AGPM Loisirs;;Rue Nicolas Appert;;;;;83100;TOULON;agpm.loisir.voyage@agpm.fr;04 94 61 59 40;04 94 20 98 52;www.agpm.fr;Chef d'agence;Grima Jean-Jacques;;;;;;;;
75950333;;CLUB MED VOYAGES;;siège : 11, rue de Cambrai;;;;;75019;PARIS;;01 53 35 35 53;01 53 35 36 16;;;;;;;;;;;
02B950057;;Négroni Voyages;(Afat);siège : 3, rue César Campinchi;;;;;20200;BASTIA;siege@negroni-voyages.com;04 95 31 08 04;04 95 32 55 19;;;;;;;;;;;
75990098;;CARLSON WAGONLIT VOYAGES;;siège : 31, rue du Colonel Pierre Avia;;;;;75015;PARIS;;01 41 33 60 00;01 41 33 61 11;;;;;;;;;;;
068050002;;Hotelplan;(Afat);Siège administratif : 32, rue Henriette;;;;;68100;MULHOUSE;;03 89 32 92 00;03 89 32 92 09;;;;;;;;;;;
79960004;;Clairvoyages;(Afat);Siège social : 564, av de Limoges;;;;;79000;NIORT;;05 49 28 47 96;05 49 33 15 07;clairvoyages.afatvoyages.fr;;;;;;;;;;
031010004;;Fram Voyages;;Square Charles-de-Gaulle;;;;;31000;TOULOUSE;agence.donjon@fram.fr;05 62 15 17 30;05 61 11 02 37;;Chef d'agence;Tixador Yan;;;;;;;;
095950004;;Flanades Voyages;(Tourcom);Square d'Aquitaine;;;;BP 8866 ;95200;SARCELLES;flanadesvoyages@etourcom.com;01 39 92 06 79;01 34 19 47 62;;Directeur;Bokobza Didier;;;;;;;;
092030013;;Havas Voyages/TVD;;Square St-Amour;5, rue Léonel de Moustier;;;;25000;BESANCON;tvdbesancon@pretapartir.fr;03 81 81 08 62;03 81 81 28 17;;;;;;;;;;;
092950017;20234126;Mille et Une Nuits;(Selectour);Station RER La Défense 4;;;;;92800;PUTEAUX;1001nuits-puteaux@selectour.com;01 46 93 30 00;01 46 93 30 09;;;;;;;;;;;
29950012;20225892;Abers Voyages;;Streat Treuz;;;;BP 21 ;29880;LILIA PLOUGUERNEAU;aberslilia@wanadoo.fr;02 98 04 71 47;02 98 04 56 71;;;;;;;;;;;
59050002;;Access Organisation;;Synergie Park;4, rue Louis Neel;;;;59260;LEZENNES;aces-organisation@nordnet.fr;03 59 30 42 00;03 27 29 76 19;;;;;;;;;;;
075980070;;Uncovac;;Technopole Novaxis;75, bd A. Oyon;;;BP 21072 ;72000;MANS (LE);;02 43 57 75 00;02 43 57 75 21;;;;;;;;;;;
69960004;20240010;Challenger;;Téléport 4;;Bât Antarès;;;86000;POITIERS;info@challengerevent.com;05 49 49 40 70;05 49 49 40 71;www.challengerevent.com;Directeur;Bataller Grégory;;;;;;;;
026950003;;Revaccueil;;Tour de l'Europe;1, rue Georges Bizet;;;;26000;VALENCE;revaccueil@wanadoo.fr;04 75 55 00 21;04 75 55 28 20;;Directeur;Rey Bernard;;;;;;;;
92000015;;Egencia;;Tour Franklin;La Défense 8 100-101 Terrasse Boieldieu 92042 Paris La Défense Cédex;;;;92800;PUTEAUX;accueil@egencia.fr;01 73 01 01 01;01 73 01 02 50;www.egencia.fr;Directeur;Pingard Christophe;;;;;;;;
093060011;;Wasteels Voyages/Thomas Cook Voyages;;Tours Les Mercuriales;40, rue Jean-Jaurès;;;;93170;BAGNOLET;;0 825 88 70 70;01 49 72 57 17;www.wasteels.fr;;;;;;;;;;
093060011;;WASTEELS VOYAGES/THOMAS COOK VOYAGES;;Université Paris IX Dauphine;1, place de Lattre de Tassigny;;;;75016;PARIS;paris.dauphine@otu.fr;01 47 55 03 01;01 47 55 03 07;;Chef d'agence;Algane Said;;;;;;;;
64010001;;Atlantide;;Villa la Querencia;;;;;64990;VILLEFRANQUE;atlantid@club-internet.fr;05 59 44 98 59;05 59 44 98 59;www.atlantidevoyages.com;;;;;;;;;;
75990098;20206012;Carlson Wagonlit Voyages;;Villa Laralde;3, rue Gardères;;;BP 08 ;64200;BIARRITZ;ag.ltbiarritz.adourvoyage@carlsonwagonlit.fr;0 826 825 645;0 826 825 745;;;;;;;;;;;
021960007;;Quatre Saisons Voyages;;Village;206, rue St Jean;;;;21850;SAINT-APOLLINAIRE;quatre.saisons.voyages@wanadoo.fr;03 80 74 44 44;03 80 72 29 74;;Directeur;Jacquot Marie-Paule;;;;;;;;
75950333;;CLUB MED VOYAGES;;Village de Bercy;39, cours St Emilion;;;;75012;PARIS;alain.pertue@clubmed.com;01 44 68 70 40;01 44 68 70 45;;Chef d'agence;Pertue Alain;;;;;;;;
13970008;;Atout Organisation Science;;Village d'entreprise St Henri;6, rue Anne Gacon;Bat 24;;;13016;MARSEILLE;atoutsci@atout-org.com;04 96 15 12 50;04 96 15 12 51;www.atout-org.com;Chef d'agence;Gargani Alain;;;;;;;;
022960005;20266735;Voyages Le Kerdreuz;;Village des Fontaines;;;;;22290;TREGUIDEL;kdz@wanadoo.fr;09 77 33 21 26;02 96 70 01 89;;Directeur;Burlot Catherine;;;;;;;;
86070003;;Armonie Voyages;(Tourcom);Village Plein Sud;204, av. du 8 mai 1945;;;;86000;POITIERS;contact@mondepart.fr;05 49 37 10 83;;;;;;;;;;;;
006960012;20257424;Havas Voyages/MC2 Forces;(Tourcom);Villantipolis N°9 Villa;473, route des Dolines Sophia Antipolis;;;;06560;VALBONNE;tourisme@mc2forces.fr;04 93 65 26 26;04 92 96 00 33;;;;;;;;;;;
033970016;;VS Voyages;;Z.A Issac;;;;BP 88 ;33160;SAINT-MEDARD-EN-JALLES;vs@keolis.com;05 56 70 17 20;05 56 95 94 99;www.keolis-gironde.com;Directeur;Tissinier Christophe;;;;;;;;
038950018;;Sorties à Thèmes Pédagogiques;;Z.A.;;;;BP 59 ;38460;CREMIEU;;04 74 90 42 87;04 74 90 70 54;;Chef d'agence;Delage Jean-Louis;;;;;;;;
45950001;;Altitude Voyages/Jet Tours;(Afat);Z.A. de la Guignardière;C.C. Intermarché;;;;45430;CHECY;checy.altitude@afatvoyages.fr;02 38 46 00 90;02 38 46 00 91;www.capdepart.com;Chef d'agence;Lointier Lysiane;;;;;;;;
94060008;;E. Leclerc Voyages;;Z.A. des Cloyes;;;;;70200;LURE;lure@leclercvoyages.com;03 84 30 40 07;03 84 30 52 80;www.leclercvoyages.com;;;;;;;;;;
44040002;;Club Voyages;;Z.A. La Buzenière;rue E. Branly;;;;85500;HERBIERS (LES);lesherbiers@clubvoyages.com;02 51 91 00 47;02 51 66 87 02;www.club-voyages.fr;Chef d'agence;Poupin Françoise;;;;;;;;
091950009;20228961;Voyages Carrefour;;Z.A. la Rigourdière;35510 Cesson Sevigné;;;;35000;RENNES;carrefour_voyages_rennes_cesson@carrefour.com;02 99 83 54 91;02 99 83 80 53;;;;;;;;;;;
29040001;;Agence de Voyages de l'Eté;(Tourcom);Z.A. Mescoden;rue Antoine de Saint Exupéry;;;;29260;PLOUDANIEL;info@agences-ete.com;02 98 83 60 00;02 98 83 60 45;www.l-ete.com;;;;;;;;;;
71970002;20230862;E. Leclerc Voyages;;Z.I Nord;;;;BP 232 ;71100;CHALON-SUR-SAONE;chalon.horizon@leclerc-socara.fr;03 85 97 94 20;03 85 97 94 42;www.leclercvoyages.com;Chef d'agence;Servange Patricia;;;;;;;;
2030001;20252831;E. Leclerc Voyages;;Z.I rue de la Plaine;;;;;2400;CHATEAU-THIERRY;chateauthierry@leclercvoyages.com;03 23 84 25 60;03 23 84 25 69;;Chef d'agence;Kakousky Priscillia;;;;;;;;
047950003;;VTM;;Z.I Suriray;;;;;47400;TONNEINS;europe.evasion@wanadoo.fr;05 53 84 41 69;05 53 84 05 71;;Chef d'agence;Martin Jean-Paul;;;;;;;;
94060008;;E. Leclerc Voyages;;Z.I. des Prairies;;;;;42700;FIRMINY;voyages.firminy@lelcerc-socara.fr;04 77 40 47 50;04 77 40 28 89;www.leclercvoyages.com;;;;;;;;;;
012980002;;Voyages Franjeau;;Z.I. du Bourguet;;;;;12400;SAINT-AFFRIQUE;franjeau-voyages@wanadoo.fr;05 65 49 19 90;05 65 49 00 49;;Directeur;Franjeau Pierre;;;;;;;;
72970002;;Emeraude Voyages Mauger/Ambassade Fram;(Tourcom);Z.I. Le Joncheray;;;;;72400;FERTE BERNARD (LA);evm.laferte@voyages-internationaux.com;02 43 93 07 77;02 43 71 24 92;;;;;;;;;;;
026950002;;Villégiatour;;ZA de Fontgrave;26740 Montboucher-s/Jabron;;;;26200;MONTELIMAR;info@villegiatour.fr;04 75 51 29 24;04 75 51 96 92;www.villegiatour.com;Chef d'agence;Latarche Eric;;;;;;;;
38950017;20292075;AD Voyages;(Tourcom);ZA du Bresson;;;;BP 29 ;38860;TOUVET (LE);ad.voyages@etourcom.com;04 76 92 32 12;04 76 08 48 24;www.advoyages.fr;Directeur;Lhoiry Jean;;;;;;;;
974960017;;Papangue Tours;;ZA Foucherolles;5, rue de la Guadeloupe;;;;97490;SAINTE-CLOTILDE;papanguetours@wanadoo.fr;02 62 41 61 92;02 62 41 61 96;;;;;;;;;;;
42050002;;A.I.L.E.S. Voyages;(Afat);ZA La Périvaure;;;;;42490;FRAISSES;info@ailes-voyages.com;04 77 61 09 49;04 77 61 05 75;www.ailes-voyages.com;;;;;;;;;;
013960004;;WW Voyages/Ambassades Fram;;ZA la Verdière II;;;;BP 52 ;13880;VELAUX;info@wwvoyages.fr;04 42 74 72 22;04 42 87 95 07;www.tw-voyages.com;Chef d'agence;Cauderier Alexandra;;;;;;;;
007950007;;Ginhoux Voyages;;ZA Le Chambon;;;;;07260;JOYEUSE;joyeuse@ginhoux.com;04 75 39 40 22;04 75 39 90 94;www.ginhoux.com;Directeur;Ginhoux Florence;;;;;;;;
33990005;;Bordeaux Services Tourisme;(Tourcom);ZA Port de l'Homme;;;;;33360;LATRESNE;bstlatresne@wanadoo.fr;05 56 20 06 19;05 56 20 01 69;;Directeur;Pouyanne Jean-Michel;;;;;;;;
28950006;20222381;Dunois Voyages;;ZA Vilsain 1;;;;;28200;CHATEAUDUN;l.levrier@dunois.fr;02 37 45 46 70;02 37 66 08 97;www.dunois.fr;Chef d'agence;Fortin Valérie;Directeur;Jumeau Alain;Chef comptable;Verrier Joëlle;;;;
57050002;20231621;E. Leclerc Voyages;;Zac de Betting les Saint Avold;;;;BP 157 ;57800;FREYMING-MERLEBACH;freyming@leclercvoyages.com;03 87 29 47 50;03 87 29 47 51;www.leclercvoyages.com;Chef d'agence;Kler Valérie;;;;;;;;
38970004;20230055;E. Leclerc Voyages;;Zac de Comboire;;;;;38130;ECHIROLLES;voyages.comboire@leclerc-socara.fr;04 76 33 99 00;04 76 33 09 25;www.leclercvoyages.com;Chef d'agence;Remoissenet Liliane;;;;;;;;
088950003;;Voyages Marcot;;Zac de la Cobrelle;;;;;88150;CHAVELOT;valerie@marcot.fr;03 29 30 10 90;03 29 30 56 90;www.marcot.fr;;;;;;;;;;
77030003;;Cora Voyages;;Zac de la Giraudais;;;;;35740;PACE;rennes@coravoyages.fr;02 99 85 21 26/27;02 99 85 21 36;www.coravoyages.fr;;;;;;;;;;
94060008;;E. Leclerc Voyages;;Zac de la Leysse;32, rue Charles Montreuil;;;;73000;CHAMBERY;voyages.chambery@leclerc-socara.fr;04 79 96 63 44;04 79 96 63 49;www.leclercvoyages.com;;;;;;;;;;
062980001;;M Voyages/Thomas Cook Voyages;;Zac de Noyelle Godault;;;;;62119;DOURGES;mvoyagesnoyellegodault@orange.fr;03 21 43 98 86;03 21 49 01 76;;;;;;;;;;;
091950009;20228961;Voyages Carrefour;;Zac de Venette;6, av. de l'Europe;;;;60280;VENETTE;carrefour_voyages_venette@carrefour.fr;03 44 90 42 90;03 44 90 01 18;www.voyagescarrefour.com;;;;;;;;;;
44040001;20253645;E. Leclerc Voyages;;ZAC de Villejames;;;;;44350;GUERANDE;guerande@leclercvoyages.com;02 40 62 48 68;02 40 62 48 62;www.leclercvoyages.com;Chef d'agence;Queven Sophie;;;;;;;;
94060008;;E. Leclerc Voyages;;ZAC du Clarac;;;;;32000;AUCH;lcanal@auch-hyperdis.com;05 62 61 97 90;05 62 61 97 70;www.leclercvoyages.com;Chef d'agence;Canal Laurence;;;;;;;;
31950006;20280680;E. Leclerc Voyages;;Zac du Grand Noble;2, Allée Emile Zola;;;;31700;BLAGNAC;eleclercvoyagesblagnac@orange.fr;05 62 74 74 91;05 62 74 74 93;www.leclercvoyages.com;Directeur;Droit Sophie;;;;;;;;
94060008;;E. Leclerc Voyages;;ZAC du Pied des Gouttes;;;;;25200;MONTBELIARD;montbeliard@leclercvoyages.com;03 81 99 58 50;03 81 99 53 91;www.leclercvoyages.com;;;;;;;;;;
54950004;20233323;E. Leclerc Voyages;;ZAC du Saule Gaillard;;;;;54390;FROUARD;frouard@leclercvoyages.com;03 83 24 10 10;03 83 24 17 17;www.leclercvoyages.com;Chef d'agence;Thiery Sylvie;;;;;;;;
071960008;;Michel Voyages;(Tourcom);ZAC Les Playes;86, rue du Commerce;;;;83140;SIX-FOURS;sixfours@michelvoyages.com;04 94 87 56 56;04 94 87 44 54;www.michelvoyages.fr;Chef d'agence;Gerlier Diane;Directeur;Michel Thierry;;;;;;
048080001;;Hugon Voyages;;ZAE du Causse d'Auge;;;;;48000;MENDE;hugon.tourisme@wanadoo.fr;04 66 49 03 81;04 66 49 13 94;www.hugon-tourisme.com;Directeur;Lavaure Dominique;;;;;;;;
059960038;;Voyages Dewitte /Europ-Evasion;;ZAL St-Sulpice;route de Saint-Quentin;;;;80400;HAM;;03 23 81 38 71;03 23 81 09 96;;;;;;;;;;;
035950013;;Havas Voyages/Tonic Tourisme;;ZC de Luscanen;9, rue Joachim le Menajour;;;;56880;PLOEREN;tonictourisme3@wanadoo.fr;02 97 72 17 55;02 97 72 17 54;;Chef d'agence;Chapron Patricia;;;;;;;;
19960006;;Corrèze Cars Tourisme;;ZI de Beauregard;;;;BP 545 ;19100;BRIVE;;05 55 86 30 90;05 55 87 47 23;;;;;;;;;;;
078000003;;Tours Square;;ZI de la Grosse Pierre;;;;;78540;VERNOUILLET;contact@tourssquare.com;01 39 28 96 36;01 39 28 96 35;www.tours-square.com;Directeur;Moreau Bertrand;;;;;;;;
972950009;81610981;Carré d'As/Thomas Cook Voyages;;ZI de la Jambette;;;;;97286;LE LAMENTIN;jambette@voyages.mq;05 96 50 48 22;05 96 50 34 73;www.voyages.mq;Chef d'agence;Roche Lyne;;;;;;;;
021050002;;Promenades en France;;ZI de Savigny;;;;;21200;BEAUNE;beaune@promenades-en-france.com;03 80 26 22 12;03 80 26 22 13;www.promenades-en-france.com;Chef d'agence;Coron Pierre-Olivier;;;;;;;;
079030001;;Grondin Voyages;;ZI du Seillereau;route de Thouars;;;;79330;SAINT-VARENT;grondinvoyages@free.fr;05 49 67 55 55;05 49 67 56 66;;Chef d'agence;Grondin Nicole;Directeur;Grondin Jacques;;;;;;
029980001/029060001;;E. Leclerc Voyages;;ZI Kergaradec Gouesnou;CS 92857;;;;29200;BREST;gouesnou@leclercvoyages.com;02 98 41 86 04;02 98 41 36 26;;Chef d'agence;L'Haridon Véronique;;;;;;;;
49950005;;Agence de Voyages Audouard;;ZI La Soulaie;128, rue de la Croix Germain;;;BP 82 ;49700;DOUE LA FONTAINE;audouard2@wanadoo.fr;02 41 59 38 28/19 02;02 41 59 38 30;;Directeur;Audouard Paul;;;;;;;;
13960009;;Eurafrique Voyages;(Manor);ZI Les Milles;7, rue Marcellin Berthelot;Le Mercure A;;;13100;AIX-EN-PROVENCE;lesmilles@eurafrique.fr;04 42 24 42 10;04 42 24 60 05;;;;;;;;;;;
35020001;;E. Leclerc Voyages;;ZI l'Etang du Diable;;;;;35000;RENNES;stgregoire@leclercvoyages.com;02 23 20 42 42;02 23 20 42 43;;Chef d'agence;Sablé Myriam;;;;;;;;
069960003;;Voyages R. Maisonneuve;(Afat);ZI route de Sain-Bel;;;;;69210;ARBRESLE (L');agencearbresle@maisonneuve.net;04 74 01 19 40;01 74 01 20 02;www.maisonneuve.net;;;;;;;;;;
